uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Droits d'inscription;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Formation continue, diplômes propres et VAE;Ressources propres;Ressources propres / Produits encaissables;Résultat net comptable;Solde budgétaire;Taxe d'apprentissage;Trésorerie;Trésorerie en jours de charges décaissables;Valorisation;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region;Capacité d'autofinancement;Charges de fonctionnement décaissables;Produits de fonctionnement encaissables;Résultat net comptable hors SIE;Subventions de la région;Subventions Union Européenne
0753364Z;2018;447984;15169;;1769293;;2896737;13.5633873203044;86.4366126796956;;;238617;3059025;28.3254044763403;143130;;342.540054454347;8882056.0;6723855;9158414;92.5154596275541;1026897;-12987;180717;5985319.0;230.82622944357;;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753364Z;Institut d'administration des entreprises de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France;1464789;9334792;10799581;1026897;30000;57633
0753478Y;2018;128683;4099;193759;119677;108865;459320;23.0809738260038;76.9190261739962;;;0;1191055;33.4510102946277;23349;;412.467048224115;3137929.0;84801;568846;19.723697865104;574910;-15724;4066;2678609.0;352.091442341923;0;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753478Y;École nationale des Chartes;75102;Paris 2e;A01;Paris;R11;Île-de-France;821820;2738775;3560595;574910;18666;11564
0755698L;2018;58437;;644542;119992;366524;-729373;6.8005456154498;93.1994543845502;;;;32192;1.34572882009196;;;73.1238167089112;452856.0;;1143358;58.7627254185651;151432;200249;;1182229.0;190.897540728089;;;E;communauté d'universités et établissements;;communauté d'universités et établissements;0755698L;Université Paris Lumières;75104;Paris 4e;A01;Paris;R11;Île-de-France;162680;2229481;2392161;151432;12300;
0755700N;2018;22910;24000;;7809297;360000;-1265762;-10.0977307911335;110.097730791134;;;;9593141;82.6854277285424;187352;;8.72040094855689;309417.0;3000;8424117;72.7101674861681;-1714434;-738652;16815;1575179.0;44.3937871731253;;;D;communauté d'universités et établissements;;communauté d'universités et établissements;0755700N;Université de recherche Paris sciences et lettres - PSL Research University;75105;Paris 5e;A01;Paris;R11;Île-de-France;-1171536;12773509;11601973;-1714434;20664;2989
0755890V;2018;16111254;19790601;18280012;17474857;353378;-37320581;3.43838832364336;96.5616116763566;;;4102585;500966506;80.6397230856025;10726722;;46.8775598382305;78113602.0;10996912;109262444;20.9592454682114;6408189;-14114015;1472014;115434183.0;69.2743988551411;0;;;pluridisciplinaire avec santé;GR50;universités pluridisciplinaires avec santé;0755890V;Sorbonne Université;75106;Paris 6e;A01;Paris;R11;Île-de-France;21360656;599879704;621240360;6408189;12277417;13787946
0772502B;2018;5447304;1040693;43674;8633493;1574294;-8625069;4.37459636602133;95.6254025835495;;;575674;74362724;78.112775400604;2204670;;64.6467957315835;16347487.0;1735103;17666944;17.4618988064215;1765483;-57274;1092109;24972556.0;98.7549784641229;210564;2009;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0772502B;Université Paris-Est Marne-la-Vallée;77083;Champs-sur-Marne;A24;Créteil;R11;Île-de-France;4164580;91034602;95199183;1765483;556670;0
0781944P;2018;5352638;993034;10416754;3030494;4677469;-4401269;5.52790834498894;94.3745702426033;;;1407126;108779688;75.1544328537157;10944350;;68.5617182037624;26015213.0;1986389;36793439;22.076276565403;5900997;5437081;814346;30416482.0;80.1610299186792;45704;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0781944P;Université de Versailles Saint-Quentin-en-Yvelines;78646;Versailles;A25;Versailles;R11;Île-de-France;8001180;136599212;144741546;5900997;980121;1497652
0860856N;2018;14613046;1503506;588752;4650787;6361486;-9401910;7.82103239333601;92.2536922435388;;;693556;186026473;78.3379768719993;5106508;;77.1707067020209;46960870.0;3144091;34500086;14.8263245539444;10160042;8983090;1657166;56362780.0;92.6208471923652;27655;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0860856N;Université de Poitiers;86194;Poitiers;A13;Poitiers;R75;Nouvelle-Aquitaine;18572334;219071639;237466527;10081282;8844156;1922423
0870669E;2018;8487714;1858779;2191189;3010776;5672402;-4944382;2.26099964549134;97.3926437993995;;;140757;124167494;82.3082504533442;2716762;;27.0781750498146;11051153.0;2750783;31830786;17.0536962632347;1423919;1807890;2795940;15995535.0;39.1931861540091;86602;2009;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0870669E;Université de Limoges;87085;Limoges;A22;Limoges;R75;Nouvelle-Aquitaine;3410869;146923309;150856680;1423919;9924704;682092
0911101C;2018;62133026;6421895;47422426;12935051;52108667;-74143619;3.91044065177328;96.0895593482267;;;1072720;272278666;78.5733973477066;5118143;;49.4401249657345;45728962.0;9286962;146482581;17.7500612714187;6811218;40628922;2935226;119872581.0;129.600916474009;2022352;2010;E;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0911101C;Université Paris-Sud;91471;Orsay;A25;Versailles;R11;Île-de-France;13550764;332977037;346527801;6811218;755353;6403786
0911975C;2018;6360878;878687;;10006168;2467644;-1927749;7.25856373682167;92.7414362631783;;;601855;68115966;77.9770238745971;1564252;;102.641439107711;23098103.0;1399002;17650638;18.5614051568371;3806322;1897413;386639;25025852.0;111.207810623089;24421;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0911975C;Université d'Évry-Val d'Essonne;91228;Évry;A25;Versailles;R11;Île-de-France;6340638;81013255;87353893;3806322;139950;182020
0912330N;2018;11050220;;;;;-33951124;0.635461954674502;99.3607532367141;;;;3744233;9.56867339723705;;;9.74480181033024;1052438.0;;;97.8066663538641;224104;4331571;;35003562.0;324.107238949569;;;;;;;;;;;;;;;248657;38879978;39130116;224104;;
0912408Y;2018;;;47165437;110220;3337831;;;;;;;;;;;;;;50613488;;;;;;;;;;;;;;;;;;;;;;;;;;
0932066R;2018;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;E;autres établissements;GR60;autres établissements d'enseignement et de recherche;0932066R;École nationale supérieure Louis Lumière;93051;Noisy-le-Grand;A24;Créteil;R11;Île-de-France;;;;;;
9730429D;2018;;;;3277212;;;;;;;;;;;;;;;3277212;;;;;;;;2015;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9730429D;Université de Guyane;97302;Cayenne;A33;Guyane;R03;Guyane;;;;;;
0133774G;2019;1373078;500513;0;735886;681230;-3283458;2.6630013082448;97.3369986917552;;;96708;13700882;75.3430334452041;984578;;48.2717441831297;2373416.0;5001;4660487;20.3312405449205;-215958;-192033;776633;5656874.0;115.052386351233;0;2014;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0133774G;École centrale de Marseille;13213;Marseille 13e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;484258;17700412;18184670;-215958;285244;594694
0251985X;2019;1146703;4010111;11982801;732190;1088671;-22252688;10.316651344164;89.683348655836;;;105464;7289114;56.2185245972444;823922;;61.8519931448559;1997829.0;;22831988;97.2940408833166;1306967;10652048;;24250517.0;750.7863842417;;;C;communauté d'universités et établissements;;communauté d'universités et établissements;0251985X;Université Bourgogne - Franche-Comté;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté;1337624;11628056;12965680;1306967;2987410;1101419
0290119X;2019;426406;149012;;467487;107826;-136380;17.4936907645557;82.5063092354443;;;141025;1227964;34.9853871896167;256126;;326.514192223051;2626550.0;155228;1722201;34.2245181818234;260589;741477;93475;2762930.0;343.467993039856;;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0290119X;École nationale d'ingénieurs de Brest;29019;Brest;A14;Rennes;R53;Bretagne;614017;2895917;3509934;260589;152022;2e+05
0310152X;2019;10900056;3391946;869382;3613274;7896966;-8176565;6.52441281685204;93.475587183148;;;4042239;43596618;75.3821106103883;1921772;;82.0601074752274;12322882.0;746520;26564789;30.0299736297763;692505;1834581;1092364;20499447.0;136.509204908619;107608;2012;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0310152X;Institut national des sciences appliquées de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie;3773340;54060830;57834170;666198;1561789;1320929
0311384L;2019;35576760;7251495;1173023;7967510;38657837;-10412310;3.56043005514233;96.4189981567811;;;327935;286225741;80.2684890929435;5396032;;30.2121816841948;28853985.0;10506072;94798315;17.4320269138306;4191356;17928632;4376527;39266295.0;41.1146134097314;7812776;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0311384L;Université de Toulouse 3 - Paul Sabatier;31555;Toulouse;A16;Toulouse;R76;Occitanie;12695975;343816104;356585435;3832903;4432317;6896791
0333298F;2019;71169646;29308944;27334250;27649376;28883463;-88614790;4.48610957260088;94.8701433403937;;;3128365;353309571;74.5269224304261;6537288;;52.5548598186371;65657169.0;10926557;150317556;28.9151331112864;7690944;-28902555;4979899;154271959.0;123.486000122721;;2014;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0333298F;Université de Bordeaux;33522;Talence;A04;Bordeaux;R75;Nouvelle-Aquitaine;21267287;449750621;474069718;7690944;7655877;3913537
0341089Z;2019;6047755;270268;1918263;2356195;6881063;-8877058;4.19046100934588;95.8095389906541;;;120818;89789382;81.460416873536;3564335;;75.3274816634316;22097241.0;3869615;21032180;15.2322229833452;3231604;3311769;144465;30974299.0;105.588563746947;360;2012;E;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0341089Z;Université Montpellier 3 - Paul-Valéry;34172;Montpellier;A11;Montpellier;R76;Occitanie;4618917;105605638;110224555;3081417;945843;960955
0350077U;2019;141949;100963;;440644;264232;-303655;2.76930707756738;98.7610777609707;;;503471;6761270;77.4507675750722;298201;;62.9631820506843;1507900.0;184864;2128566;19.1613290850326;78774;538244;53843;1811555.0;75.6424612108411;5638;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350077U;École nationale supérieure de chimie de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne;241754;8621610;8729765;78774;276710;
0350095N;2019;753020;;;50836203;;-1225055;-0.0468767150732771;100.046876715073;;;;44486010;77.287006727335;;;74.1187524654226;11856216.0;;50836203;81.2192129416565;-2577654;4559004;;13081271.0;81.7771443420153;;;;école d'ingénieurs et assimilés;GR50;école d'ingénieurs;0350095N;École des hautes études en santé publique;35238;Rennes;A14;Rennes;R53;Bretagne;-26982;57586476;57559494;-2577654;;
0352317D;2019;201933;;;348801;203369;356159;5.36851074798759;94.6314621752446;;;;1821083;49.3090415013743;1047808;;276.362698902296;2682969.0;615866;2586502;67.1459164308055;89921;-97169;83933;2326810.0;239.676079534595;4769;;B;institut d'études politiques;GR20;instituts d'études politiques;0352317D;Institut d'études politiques de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne;198270;3494932;3693203;89921;30000;251956
0380134P;2019;219959;112317;246988;240038;220410;-847586;6.53906167947984;93.4609383205202;;;6192;2437464;48.2106417836085;2535960;;231.039928621872;3032564.0;535960;4485836;68.0484419771659;470327;1781799;32217;3880150.0;295.61439726982;0;;A;institut d'études politiques;GR20;instituts d'études politiques;0380134P;Institut d'études politiques de Grenoble;38421;Saint-Martin-d'Hères;A08;Grenoble;R84;Auvergne-Rhône-Alpes;330606;4725257;5055863;470327;207086;348668
0383412C;2019;6722509;0;0;6979658;34775539;-29166720;1.66311016853587;98.3368898314641;;;0;2947650;7.1932424884224;1541291;;128.324437241288;14363972.0;0;44081901;93.4733266788753;-264247;-4902303;0;43530692.0;388.893236050853;0;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0383412C;Université Grenoble Alpes;38421;Saint-Martin-d'Hères;A08;Grenoble;R84;Auvergne-Rhône-Alpes;681510;40296533;40978043;-264247;785413;0
0440984F;2019;21056908;5039718;6379955;10960087;20592727;-24982772;1.95989955356044;98.0401004464396;;;20220;258279302;80.7491123021439;5088611;;32.7975587957146;28568972.0;11612571;81514840;22.0253906746748;159412;-999723;2463912;53551744.0;61.4781124239631;3316869;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0440984F;Université de Nantes;44109;Nantes;A17;Nantes;R52;Pays de la Loire;6268818;313585227;319854045;159412;9902569;6137601
0490970N;2019;12610925;1344519;1295458;4043037;9199128;-10587265;1.72422225393284;98.2757777460672;;;0;126223561;82.1894710782714;4030502;;56.1531433749894;23541943.0;3955682;31793940;18.5715590323938;105699;1761503;977436;34129208.0;81.4062930191801;1010346;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0490970N;Université d'Angers;49007;Angers;A17;Nantes;R52;Pays de la Loire;2647997;150928318;153576315;105699;3595588;2342244
0542493S;2019;36770407;10102121;5802248;24437134;21689276;72447415;2.19898254348184;97.7789698290959;;;938079;473056892;80.8648149634005;11539748;;99.926327257074;158773003.0;9614772;111884080;17.0645557601024;2296170;-5413375;5084974;86325588.0;54.3303886312923;6053782;2012;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0542493S;Université de Lorraine;54395;Nancy;A12;Nancy-Metz;R44;Grand Est;12863986;572004222;584997186;2296170;9248659;7373287
0593279U;2019;20095153;313565;462870;2735098;18196922;3242461;3.30291134512022;96.6880116717974;;;992362;89982584;83.9003998637156;1394872;;78.3365164309585;22564661.0;3145951;34095264;18.745752827401;211957;-2678341;864693;19322200.0;67.0798394791867;147952;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0593279U;Université de Valenciennes et du Hainaut-Cambrésis;59032;Aulnoy-lez-Valenciennes;A09;Lille;R32;Hauts-de-France;3542349;103697207;107249291;211957;4867854;973125
0623957P;2019;3645442;264451;42569;1331940;4286390;-4672369;6.4881465361519;93.4997599567651;;;0;76911901;78.9386929906554;1299680;;94.0107782617623;23789716.0;3109854;13689299;12.8160743739088;3843560;3146644;201732;28462085.0;112.474766903583;700663;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0623957P;Université d'Artois;62041;Arras;A09;Lille;R32;Hauts-de-France;6321560;91099105;97432448;3843560;1763348;688672
0632035V;2019;22593807;2537809;11426021;9950190;4806358;-24302588;6.19845517257314;93.8015448274269;;;260041;223055095;77.9913350441641;4743009;;76.5825114910311;57069345.0;6758622;61650735;16.2166075602238;10928345;11397078;4151235;81371933.0;109.19464721419;3426866;2010;A;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0632035V;Université Clermont Auvergne;63113;Clermont-Ferrand;A06;Clermont-Ferrand;R84;Auvergne-Rhône-Alpes;17727572;268272270;285999842;10928345;7457171;6133413
0640251A;2019;4638695;1154666;2205315;2909992;4064805;-20014806;0.225721427611843;99.7077089169518;;;2828364;99055338;86.0756020231586;1884133;;3.15835167525073;1006664.0;2215523;23891128;19.967764012796;-2260151;-4016189;1203294;21021470.0;65.9536796694159;;2010;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0640251A;Université de Pau et des Pays de l'Adour;64445;Pau;A04;Bordeaux;R75;Nouvelle-Aquitaine;259759;114743093;115079460;-2260151;2909500;2515536
0673021V;2019;60705910;5628694;44571692;26797902;17368638;-32306744;2.2995896347923;97.7004103652077;;;7508;366705458;78.4397251940746;8353209;;92.3802305133397;117207186.0;26015783;143433084;27.1090831909717;3088820;-16788621;1145677;149513930.0;117.843724346008;2081345;2009;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0673021V;Université de Strasbourg;67482;Strasbourg;A15;Strasbourg;R44;Grand Est;10750574;456749098;467499672;3194147;3533398;7929238
0681166Y;2019;4611692;1093373;1215613;2840570;1998881;-8570590;5.65588176864684;94.3441182313532;;;706815;71424863;73.6645648495599;1677096;;95.7941627191509;24341210.0;2327774;21786542;22.5800182290367;3261420;2048555;7638036;32911800.0;129.523484024835;;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0681166Y;Université de Haute-Alsace;68224;Mulhouse;A15;Strasbourg;R44;Grand Est;5483920;91475674;96959594;3261420;1720721;567663
0692459Y;2019;269574;42680;0;130925;48470;263059;12.6196326675845;87.3803673324155;;;0;949341;35.3711048475285;20538;;257.394272059886;1676810.0;258980;559367;20.7711037297709;-34472;-20593;5412;1413751.0;217.014097911473;37362;;A;autres établissements;GR60;autres établissements d'enseignement et de recherche;0692459Y;École nationale supérieure des sciences de l'information et des bibliothèques;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes;338704;2345241;2683945;-34472;15000;0
0694123G;2019;7375853;2627643;964147;6846479;3353661;-7380284;3.77861607913609;96.221384677264;;;788524;97475695;73.7306198490339;680841;;52.2964334859816;18479475.0;102607;17107231;12.4466345587455;2733557;-1671627;68400;25859759.0;73.1824451997156;86537;2010;A;école normale supérieure;GR30;écoles normales supérieures;0694123G;École normale supérieure de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes;4995526;127209650;132205175;2733557;289137;1299255
0730858L;2019;4927690;1711805;171878;3938289;3520141;-7099869;1.9483400044143;98.0516599955857;;;957542;92545507;82.5567407332183;2668722;;36.2177161686256;11057993.0;5309245;23158934;18.3663767528057;1087351;1520026;1149654;18157862.0;59.4715779025247;144126;2011;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0730858L;Université de Savoie;73065;Chambéry;A08;Grenoble;R84;Auvergne-Rhône-Alpes;2184075;109915199;112099274;1087351;2065072;1522460
0750736T;2019;12520771;749575;;18696001;2041021;67740;6.65484523699252;105.302853520956;;;;78105444;69.9550472075883;998651;;104.871750394802;34249829.0;24830884;50994606;47.5675351886531;2876235;4180517;3157394;34182089.0;104.664332939616;;2011;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0750736T;Université Paris-Dauphine;75116;Paris 16e;A01;Paris;R11;Île-de-France;7430195;117571590;111650906;2876235;134000;387080
0753237L;2019;11005102;1153982;0;7534739;3432064;5544801;3.84544924367625;96.1545466952144;;;183256;77084361;78.2620053957118;4020846;;58.9129684487523;15498638.0;7262790;32574560;26.3993552420302;966412;2755987;2579243;9953837.0;37.8362334241901;582886;2015;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0753237L;École nationale supérieure d'arts et métiers;75113;Paris 13e;A01;Paris;R11;Île-de-France;3787585;94707665;98495254;966412;4567900;1256854
0753364Z;2019;168927;;;2099127;3947052;1974674;9.59763954540425;90.4023518566174;;;633383;3641727;31.3114900545894;51023;;337.67158155793;9862236.0;4331742;11320109;92.1914965821746;962377;1682831;241041;7887562.0;270.061022183634;5030;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753364Z;Institut d'administration des entreprises de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France;1116267;10514373;11630641;962377;11711;
0753375L;2019;3267227;199836;0;1364826;1182500;-1406041;11.6395502087511;88.3604424484856;;;0;9308242;68.3482182160595;176368;;78.780997695052;2633403.0;78084;3970068;27.6652633911627;463172;-1255463;129273;4039444.0;120.844180876718;168300;2011;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0753375L;École nationale supérieure de chimie de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France;1585173;12033677;13618851;463172;4350;666531
0753478Y;2019;150415;74929;129801;396583;;-672322;-0.970159837221905;100.970159837222;;;;1462144;43.6546250087704;28892;;240.502945291009;2259284.0;134616;783245;15.1698914265327;332169;251381;2663;2931606.0;312.07226600675;;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753478Y;École nationale des Chartes;75102;Paris 2e;A01;Paris;R11;Île-de-France;-32494;3381839;3349345;332169;;15761
0753480A;2019;10348868;1682115;;4049453;4197148;-8322267;5.63179245755497;94.368207542445;;;;29873267;69.5875333835713;;;165.280538614155;18599283.0;3783;10855225;22.9956171869631;1432073;-6257671;;26921550.0;239.235473987244;72506;2012;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753480A;Collège de France;75105;Paris 5e;A01;Paris;R11;Île-de-France;2417675;40511375;42929050;1432073;121926;728294
0753488J;2019;3649972;313355;235035;1006361;632724;-306163;7.59601220754079;92.4039877924592;;;20388;6690529;52.6690219167678;1380564;;147.926872685572;4823258.0;879250;4849890;37.2590484365544;574699;-2699132;84087;5129421.0;157.316736367347;182254;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753488J;Institut national des langues et civilisations orientales;75113;Paris 13e;A01;Paris;R11;Île-de-France;964919;11738049;12702968;574699;;115872
0753496T;2019;3032121;1045748;15335;458487;2610402;-3174730;5.51686448885389;94.4831355111461;;;426348;26635060;74.1887099159735;29967;;56.568155566099;5330153.0;56748;5620032;15.5896046350918;401065;-1415692;14018;8504883.0;90.2611134456123;2720;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753496T;Observatoire de Paris;75114;Paris 14e;A01;Paris;R11;Île-de-France;1980652;33921118;35901770;401065;101745;858514
0755700N;2019;56549;;;9520548;;-438044;10.4891853492032;89.5108146507968;;;;8780467;59.1664311029067;183551;;53.7456303458535;1983163.0;80000;9886115;68.5062449946211;1551739;1153413;18819;2421207.0;65.6170453022736;;;D;communauté d'universités et établissements;;communauté d'universités et établissements;0755700N;Université de recherche Paris sciences et lettres - PSL Research University;75105;Paris 5e;A01;Paris;R11;Île-de-France;1556625;13283660;14840285;1551739;83197;
0762762P;2019;5088923;96320;150597;2655457;986223;-1330648;3.90931274704477;96.0906872529552;;;1919591;58326412;81.4561416325242;968540;;63.5413669083569;12144420.0;95686;9964943;12.3274842233433;1385183;2136544;1418679;13475068.0;70.5035102461096;0;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0762762P;Université du Havre;76351;Le Havre;A21;Rouen;R28;Normandie;2799251;68805432;71604683;1385183;1166828;507022
0772710C;2019;100558;;;21089673;;-855143;3.9175514473005;96.0824485526995;;;;11257132;54.0374481797173;;;76.7311867624208;4266251.0;;21089673;95.6279143133667;775335;1797945;;5121394.0;92.1114673041838;;;E;communauté d'universités et établissements;;communauté d'universités et établissements;0772710C;Université Paris-Est;77083;Champs-sur-Marne;A24;Créteil;R11;Île-de-France;816108;20015986;20832094;775335;;
0860073M;2019;1581961;573711;152568;309715;427130;1370881;6.90767209581507;93.0923279041849;;;1613074;11928239;72.9697646466372;554200;;79.7003267063964;3369030.0;1690;4865546;31.6523747976977;16296;-836624;193421;1998149.0;47.2697269267591;0;2013;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0860073M;École nationale supérieure de mécanique et d'aérotechnique de Poitiers;86062;Chasseneuil-du-Poitou;A13;Poitiers;R75;Nouvelle-Aquitaine;1129185;15217639;16346824;16296;548352;491685
0861420B;2019;72364;0;0;3576;204923;-825227;4.66841222269277;95.3315877773072;;;0;0;0;0;;529.267806152197;688376.0;0;208499;53.0929325341239;13579;-100137;0;1513603.0;1163.75547548924;0;;B;communauté d'universités et établissements;;communauté d'universités et établissements;0861420B;Université confédérale Léonard de Vinci;86062;Chasseneuil-du-Poitou;A13;Poitiers;R75;Nouvelle-Aquitaine;22929;468223;491152;13579;0;0
0941111X;2019;10238211;579399;370208;16371746;4882514;-21256960;3.85314142876801;98.9374259592857;;;754630;195344450;80.911818055792;4310284;;46.4931119247819;30848627.0;8214473;40018761;17.8146012002883;5371482;-2466482;1180503;52105587.0;78.5302661378563;43250;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0941111X;Université Paris-Est Créteil Val-de-Marne;94028;Créteil;A24;Créteil;R11;Île-de-France;9302594;238863463;241428823;5371482;1878234;1433520
0951793H;2019;43568968;1821982;2662597;11834298;7724397;-22214625;4.2440197200446;95.7500162228924;;;46975;120678445;79.3094360609774;2411765;;52.0869976571966;21079996.0;3923329;33910615;18.3030109280847;3306135;1062132;849199;43294621.0;106.97757355344;1049771;2009;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0951793H;Université de Cergy-Pontoise;95127;Cergy;A25;Versailles;R11;Île-de-France;6457765;145694682;152161522;3306135;718250;868052
0952199Z;2019;80292;;;746827;70000;-5066;10.1256465027325;89.8742595629801;;;;4676;0.439236727554872;;;486.25235948151;1292321.0;;863801;81.2131425340089;96922;57863;;1297387.0;488.158506989082;;;;;;;;;;;;;;;107795;956778;1064574;96922;46974;
1260001S;2019;141157;;;447187;47876;44419;2.0342517663024;98.2245109102481;;;;3921619;67.6557523068937;;;150.938688852372;2387144.0;;495063;8.55476412985853;-228277;-47069;;2342725.0;148.130083414186;;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1260001S;École française d'Athènes;;Athènes;A99;Étranger;R99;Étranger;117914;5693516;5796431;-228277;;
1340004B;2019;601732;55716;0;418697;0;-171103;9.11364420209567;96.5165314180482;;;0;5059274;72.4327184592925;0;;194.070350745044;3634225.0;0;739515;7.13381402535881;450460;343638;0;3805328.0;203.207379746696;0;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1340004B;Casa de Velázquez de Madrid;99134;Madrid;A99;Étranger;R99;Étranger;636569;6741478;6984791;450460;0;265102
9710585J;2019;2357930;163608;;2944322;3022643;-73156;3.50568066699202;85.6184293056479;;;36100;78793342;83.442776864607;1268868;;102.863639511528;23100821.0;598872;11120473;8.32284527143836;2054425;47845;27451;23173977.0;103.189389510288;;2013;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9710585J;Université des Antilles;97120;Pointe-à-Pitre;A32;Guadeloupe;R01;Guadeloupe;3310344;80847767;94427996;2054425;2462908;595701
9740478B;2019;331051;233725;19439;3365464;2503503;4365207;3.41568676069928;96.3776483457637;;;0;100303717;82.7267564408682;1749061;;41.4448194628189;13452875.0;4129515;21885998;16.9189733737595;1998186;-10091835;1144704;9087668.0;27.9967486205021;628878;2013;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9740478B;Université de La Réunion;97411;Saint-Denis;A28;La Réunion;R04;La Réunion;4141418;116855015;121247008;1998186;3269878;4841831
0134009M;2020;104238483;12144235;56525985;20537659;32993441;-126101208;1.93665619772502;98.063343802275;;;173094;521506183;79.3031553019286;10940000;;21.8568075397841;39152538.0;19913773;170549529;22.4961976640755;76662;-59520996;2234284;165253746.0;92.2524951396605;1555375;2012;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0134009M;Aix-Marseille université;13207;Marseille 7e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;12735662;644875225;657610887;76662;10599113;2932570
0211237F;2020;20766275;1444550;775613;10425385;8064742;400328;1.62469591058193;98.3753040894181;;;13000;196672315;82.4743557863919;4480000;;53.6463675182114;34958131.0;10573738;50115941;16.9219584932551;237037;-9900774;2167554;34557803.0;53.0320285246357;1913639;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0211237F;Université de Bourgogne;21231;Dijon;A07;Dijon;R27;Bourgogne-Franche-Comté;3874328;234590481;238464809;237037;8299119;1958601
